NUM CONTRATO;COD. CLI;ESTABLECIMIENTO;NUM.SISTEMA;DESCR. ZONA;FE.INSTAL.;FE.PROX.VIS.;TIPO SISTEMA;DESC. TIPO SIST.;TOT.PUNTOS;CANT.FUSIBLES;CANT.BOQUILLAS;NUM.SERIE CARTUCHO;FE.CAMB.CARTUCHO;NUM.SERIE ARMARIO;
SF-19-01-03;4789;KFC - C.C. DOS MARES;1;CAMPANA PARED 4 METROS;         ;30-MAY-22;ANSUL          ;R-102 TANDEM; 18;  4; 12;;         ;;
SF-19-01-03;4789;KFC - C.C. DOS MARES;2;CAMPANA FREIDORA;         ;30-MAY-22;ANSUL          ;R-102;  6;  2;  4;;         ;;
SF-19-03-07;0032018;ALBERG ABAT OLIBA;1;COCINA PLANTA PRIMERA;11-FEB-19;17-JUN-22;SF/P 400       ;; 11;  4;  9;;         ;;
SF-19-03-07;0032018;ALBERG ABAT OLIBA;2;COCINA PLANTA BAJA;11-FEB-19;17-JUN-22;SF/P 400       ;;  6;  3;  5;;         ;;
SF-19-04-09;3038133;REST. RIBS - CC PLENILUNIO LOCAL 1261;1;CAMPANA PARRILLA ; 8-ABR-19;19-OCT-22;SF/P 400       ;2.0; 10;  4; 10;;         ;;
SF-19-04-09;3038133;REST. RIBS - CC PLENILUNIO LOCAL 1261;2;CAMPANA PARED + CAMPANA HORNO ; 8-ABR-19;19-OCT-22;SF/P 600       ;2.0; 17;  6; 14;;         ;;
SF-19-04-10;3038132;PANS & COMPANY-CC PLENILUNIO LOCAL 1289;1;CAMPANA FREIDORAS;14-ABR-19;19-OCT-22;SF/A 300       ;2.0;  7;  2;  4;LT-30; 1-DIC-18;;
SF-19-06-11;3038135;REST. FOOD MARKET 88C-91C;1;COCINA;26-JUN-19;14-JUN-22;SF/A 300       ;2.0;  7;  3;  6;LT-30;         ;;
SF-19-06-11;3038135;REST. FOOD MARKET 88C-91C;2;MAMMAMIA;26-JUN-19;14-JUN-22;SF/A 300       ;2.0;  4;  1;  4;LT-30;         ;;
SF-19-06-11;3038135;REST. FOOD MARKET 88C-91C;3;WOK;26-JUN-19;14-JUN-22;SF/A 300       ;2.0;  9;  3;  9;LT-30;         ;;
SF-19-08-12;3038136;FOOD MARKET AEROPORT D'ALACANT;1;CAMPANA COCINA;26-JUL-19; 3-AGO-22;SF/P 400       ;2.0; 10;  4;  8;;         ;;
SF-19-08-12;3038136;FOOD MARKET AEROPORT D'ALACANT;2;CAMPANA MAMAMIA;26-JUL-19; 3-AGO-22;SF/A 150       ;2.0;  4;  2;  4;LT-30; 1-AGO-18;;
SF-19-08-12;3038136;FOOD MARKET AEROPORT D'ALACANT;3;CAMPANA WOK;26-JUL-19; 3-AGO-22;SF/A 150       ;2.0;  5;  2;  5;LT-30; 1-FEB-18;;
SF-19-09-13;4848;KFC- LA MERCED;1;CAMPANA ;28-AGO-19;20-MAR-22;ANSUL          ;TµNDEM; 17;  5; 12;DOBLE TANK;         ;;
SF-19-09-13;4848;KFC- LA MERCED;2;CAMPANA;28-AGO-19;20-MAR-22;ANSUL          ;;  7;  1;  4;LT-30;         ;;
SF-19-09-14;3038137;PANS CC PALMAS ALTAS SEVILLA - G/038;1;CAMPANA PARED;16-SEP-19;13-NOV-22;SF/A 300       ;2.0;  7;  2;  4;LT-30;         ;;
SF-19-09-15;3038138;REST. RIBS CC PALMAS ALTAS - G/037;1;CAMPANA PARED+JOSPER+PARRILLA;16-SEP-19;13-NOV-22;SF/P 600       ;+400  + 2.0; 23; 10; 21;;         ;;
SF-19-09-16;4854;KFC - LORCA;1;CAMPANA PARED; 7-OCT-19;25-ABR-22;ANSUL          ;R-102 TANDEM; 16;  4; 11;DOBLE TANK;         ;;
SF-19-09-16;4854;KFC - LORCA;1;CAMPANA; 7-OCT-19;25-ABR-22;ANSUL          ;R-102;  6;  2;  4;LT-30;         ;;
SF-19-10-18;4729;HOTEL SOL BEACH HOUSE IBIZA;1;SHOW COOKING;24-SEP-19; 8-JUL-22;SF/P 600       ;; 14;  4; 12;;         ;;
SF-19-10-19;3038012;PANS & COMPANY C.C. MAREMAGNUM Nß34;1;CAMPANA PARED;30-OCT-19;16-JUN-22;SF/A 300       ;2.0;  7;  2;  4;LT-30;         ;;
SF-19-11-20;3038049;REST. MUSSOL (EX-RIBS) AEROP. BCN T-2 ;1;CAMPANA;27-ABR-16;14-JUN-22;ANSUL          ;R-102 TANDEM; 16;  8; 11;doble tank; 1-OCT-18;s-046916;
SF-19-11-21;1788005;SARRAL;1;CAMPANA CENTRAL;14-OCT-19;19-OCT-22;SF/P 600       ;MULTIPLE;124; 10; 70;;         ;;
SF-19-11-22;0239004;PARADOR DE BENICARLO;1;CAMPANA CENTRAL 5,5 MTS       ;19-JUL-02;29-SEP-22;SF/A 300       ;TRIPLE; 22;  5; 15;DOBLE TANK; 1-ENE-01;                    ;
SF-19-11-23;4424005;CASAL DE COLONIES BINICANELLA;1;CAMPANA PARED;23-MAY-19;         ;SF/A 300       ;; 10;  4;  8;LT-30; 1-MAY-18;S-410965;
SF-19-11-24;4424004;GASTRO BAR CHARLOTTE;1;COCINA ; 8-NOV-18; 1-ENE-18;SF/A 300       ;;  9;  2;  5;LT-30; 1-SEP-18;S-12474;
SF-19-12-25;4874;KFC - CC LAS ARENAS;1;CAMPANA PARED 3,5 MTS.;20-NOV-19;15-MAY-22;ANSUL          ;R-102 TANDEM; 16;  5;  9;DOBLE TANK; 1-JUL-18;S-4138831;
SF-19-12-25;4874;KFC - CC LAS ARENAS;2;CAMPANA  PARED 1 MTS.;20-NOV-19;15-MAY-22;ANSUL          ;R-102;  6;  1;  4;LT-30; 1-FEB-19;S-4131309;
SF-19-12-27;4788;REST. EL REBOST D'HOSTAFRANCS;1;CAMPANA PARED;         ;         ;SF/A 300       ;TANDEM 150; 14;  3;  9;DOBLE TANK; 1-ABR-18;S-004176;
SF-1992-01-01;0227;REST. LOS A•OS LOCOS;1;CONDUCTO                      ;30-JUN-91;         ;SF/P 260       ;;  0;  0;  0;                    ;         ;02095               ;
SF-1992-01-01;0227;REST. LOS A•OS LOCOS;2;PARRILLA                      ;30-JUN-91;         ;SF/P 260       ;;  8;  0;  0;                    ;         ;022095              ;
SF-20-01-01/A;4773;CEIP ITACA;1;CAMPANA CENTRAL;11-OCT-07;27-NOV-22;SF/A 300       ;; 10;  2;  6;; 1-ENE-07;004393;
SF-20-01-01/B;4773001;ESCOLA L'ARJAU;1;;12-SEP-18;10-NOV-22;OTROS          ;TSP EXTINTOR;  0;  4;  0;;         ;;
SF-20-01-01/C;4773003;ESCOLA MAR I CEL;1;CAMPANA CENTRAL;         ;22-OCT-22;OTROS          ;PYROCHEM;  0;  2;  0;;         ;;
SF-20-01-01/D;4773004;ESCOLA LES PERELLADES;1;CAMPANA CENTRAL;28-ENE-08;20-OCT-22;ANSUL          ;R-102; 10;  2;  6;LT-30;         ;;
SF-20-02-02;4703;HOTEL SOHO GARRAF;1;CAMPANA FOGONES ;13-JUN-18;         ;SF/P 400       ;; 11;  4; 11;;         ;;
SF-20-02-02;4703;HOTEL SOHO GARRAF;2;CAMPANA FREIDORAS;13-JUN-18;         ;SF/P 400       ;;  9;  3;  7;;         ;;
SF-20-02-02;4703;HOTEL SOHO GARRAF;3;CAMPANA PARRILLA;13-JUN-18;         ;SF/P 400       ;;  7;  2;  7;;         ;;
SF-20-02-02;4703;HOTEL SOHO GARRAF;4;CAMPANA SOTANO;13-JUN-18;         ;SF/A 300       ;;  7;  2;  4;LT-30;         ;;
SF-20-02-03;4912;ESCOLA SANT NICOLAU;1;CAMPANA CENTRAL;13-SEP-07;29-JUN-22;SF/A 300       ;; 10;  2;  6;LT-30;         ;004593;
SF-20-02-04;4876;BURGER KING ZIZUR;1;CAMP. BROILER Y CAMP.FREIDORAS; 3-DIC-19; 5-NOV-22;SF/A 300       ;Tandem; 18;  6; 10;DOBLE TANK; 1-ENE-19;S-13106;
SF-20-06-05;4924;REST. ROBER'S CUBELLES;1;COCINA ;27-MAY-19;22-JUN-22;SF/P 600       ;TANDEM;  0;  0;  0;;         ;;
SF-20-06-05;4924;REST. ROBER'S CUBELLES;2;CAMPANA PARRILLA;27-MAY-19;22-JUN-22;SF/P 400       ;TANDEM;  0;  0;  0;;         ;;
SF-20-07-06;4897;BOCATTA CENTRO COMERCIAL VALLE REAL;1;CAMPANA PARED;30-SEP-09; 1-OCT-22;ANSUL          ;R-102;  6;  2;  4;LT-30-RE;         ;S-170725;
SF-20-08-07;4178;HOTEL JUMEIRAH PORT SOLLER;1;PASTELERIA; 6-MAR-12;23-AGO-22;ANSUL          ;R-102;  4;  1;  3;;         ;;
SF-20-08-07;4178;HOTEL JUMEIRAH PORT SOLLER;2;COCINA CENTRAL-TECHO FILTRANTE; 6-MAR-12;23-AGO-22;SF/A 300       ;; 37; 16; 31;;         ;;
SF-20-08-07;4178;HOTEL JUMEIRAH PORT SOLLER;3;COCINA 11; 6-MAR-12;23-AGO-22;SF/A 300       ;TANDEM; 14;  4;  9;;         ;;
SF-20-08-07;4178;HOTEL JUMEIRAH PORT SOLLER;4;COCINA 12; 6-MAR-12;23-AGO-22;ANSUL          ;R-102; 11;  3;  8;;         ;;
SF-20-08-07;4178;HOTEL JUMEIRAH PORT SOLLER;5;COCINA 19 TECHO FILTRANTE; 6-MAR-12;23-AGO-22;ANSUL          ;R-102; 22;  5; 20;;         ;;
SF-20-08-08;4931;HOTEL TRITON BEACH MALLORCA;1;CAMPANA PARED; 1-ABR-15;17-AGO-22;SF/P 400       ;; 10;  3;  8;;         ;;
SF-20-08-08;4931;HOTEL TRITON BEACH MALLORCA;2;CAMPANA CENTRAL; 1-ABR-15;17-AGO-22;SF/P 400       ;;  7;  3;  7;;         ;;
SF-20-10-10;3258001;CENTRE D'ACOLLIMENT GAUDI;1;CAMPANA PARED 2,5 MTS.;26-OCT-10;19-NOV-22;ANSUL          ;R-102;  8;  2;  5;LT-30;         ;;
SF-20-10-11;4862;BK 26766 -  ABADES SIERRA ESPU•A - AREA ;1;COCINA;14-OCT-19;22-OCT-22;SF/A 300       ;;  0;  0;  0;DOBLE TANK;         ;;
SF-20-10-11/A;4862001;BK ABADES BAILEN;1;CAMP.FREIDORAS Y CAMP.BROILER;27-JUN-19;10-AGO-22;ANSUL          ;R-102 TANDEM; 18;  6; 10;;         ;;
SF-20-10-11/B;4862002;BK ABADES LA RODA;1;CAMP.FREIDORAS Y CAMP. BROILER;10-OCT-19;11-NOV-22;ANSUL          ;R-102 TANDEM; 18;  6; 10;DOBLE TANK;         ;;
SF-20-10-11/C;4862003;BK ABADES MANZANIL ;1;CAMP.FREIDORAS Y CAMP. BROILER; 5-JUL-20; 9-AGO-22;ANSUL          ;R-102 TANDEM; 18;  6; 10;DOBLE TANK;         ;;
SF-20-10-11/D;4862004;BK ABADES REINA MARIA ;1;CAMP.FREIDORAS Y CAMP. BROILER; 5-JUL-20; 9-AGO-22;ANSUL          ;R-102 TANDEM; 18;  6; 10;DOBLE TANK;         ;;
SF-20-10-11/E;4862005;BK ABADES PEDRO ABAD ;1;CAMP.FREIDORAS Y CAMP.BROILER;12-MAY-21;25-AGO-22;SF/A 300       ;TANDEN; 18;  6; 10;DOBLE TANK;         ;;
SF-20-11-11;4938;CEIP SON BASCA;1;COCINA; 9-SEP-20;         ;SF/A 300       ;;  9;  3;  6;LT-30;         ;;
SF-20-11-13;4848001;KFC - MURCIA - MONTEVIDA;1;CAMPANA PARED 5,5 M.;11-NOV-20; 3-JUN-22;ANSUL          ;R-102 TANDEM; 16;  5;  9;DOBLE TANK; 1-SEP-19;S-4076640;
SF-20-11-13;4848001;KFC - MURCIA - MONTEVIDA;2;CAMPANA FREIDORAS 1 M.;11-NOV-20; 3-JUN-22;ANSUL          ;R-102;  6;  1;  4;LT-30; 1-JUL-19;S-4151268;
SF-20-11-14;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;1;CAMPANA CENTRAL 2,5 m;         ;19-MAY-21;ANSUL          ;Tandem; 20;  3; 12;Doble Tank; 1-DIC-15;S-103168;
SF-20-11-14;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;2;CAMPANA PARED 2,3 m;         ;19-MAY-21;ANSUL          ;;  5;  2;  4;LT-30-RE; 1-MAR-16;S-123780;
SF-20-11-14;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;3;CAMPANA CENTRAL 2 m;         ;19-MAY-21;ANSUL          ;; 10;  2;  5;LT-30-RE; 1-ENE-16;S-101910;
SF-20-11-14;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;4;CAMPANA CENTRAL 3 m;         ;19-MAY-21;ANSUL          ;Tandem; 14;  3; 11;Doble Tank; 1-ABR-04;S-101909;
SF-20-11-14;1076;CONSEJO SUPERIOR INVESTIGACIONES CIENTIF;5;CAMPANA PARED 3 m;         ;19-MAY-21;ANSUL          ;;  9;  3;  6;LT-30-RE; 1-SEP-07;S-207061;
SF-20-11-16;2688;OAKLEY COLLEGE;1;CAMPANA CENTRAL 2,90 MTS      ;22-OCT-05;25-NOV-22;SF/A 300       ;; 11;  2;  8;LT-30; 1-MAR-02;ELECTRICO;
SF-20-12-17;1734;HOTEL FLORA PARC;1;CAMPANA CENTRAL 3,5 m ;30-ABR-03;23-NOV-22;SF/A 300       ;; 17;  4; 13;03/04;         ;                    ;
SF-20-12-17;1734;HOTEL FLORA PARC;2;CAMPANA SHOW COOKING;18-MAR-20;23-NOV-22;SF/A 150       ;;  4;  2;  4;LT-30; 1-DIC-19;S-13148;
SF-20-12-17;4876001;B.K. 28455 - CALATAYUD;1;CAMPANA FREIDORAS;24-NOV-20;23-NOV-22;SF/A 300       ;; 11;  4;  6;LT-30; 1-ENE-19;S-13313;
SF-20-12-17;4876001;B.K. 28455 - CALATAYUD;2;CAMPANA BROILER;24-NOV-20;23-NOV-22;SF/A 300       ;;  7;  2;  4;LT-30; 1-ENE-19;S-13312;
SF-2000-08-06;1281;REST. TOTUM;1;CAMPANA                       ; 6-NOV-99;         ;SF/A 300       ;; 15;  0;  0;;         ;                    ;
SF-2000-08-06;1281;REST. TOTUM;2;CAMPANA; 7-NOV-99;         ;SF/A 300       ;;  5;  0;  5;;         ;;
SF-2001-05-01;1375;REST. BISTR‡ GUGGENHEIM;1;CAMPANA PARED                 ;12-JUL-00;12-NOV-22;SF/A 300       ;;  7;  2;  5;LT-30; 1-OCT-06;501276;
SF-2001-05-01;1375;REST. BISTR‡ GUGGENHEIM;2;CAMPANA CENTRAL;12-JUL-00;12-NOV-22;SF/A 300       ;; 12;  4;  9;DOBLE TANK;         ;501281;
SF-2001-05-06;1453;REST. CAL PUPINET;1;CAMPANA PARED 4000            ;28-MAR-01; 2-MAY-13;SF/A 300       ;; 15;  0;  9;                    ;         ;                    ;
SF-2001-05-06;1453;REST. CAL PUPINET;2;COCINA BRASAS                 ;28-MAR-01; 2-MAY-13;SF/A 300       ;; 13;  0; 11;                    ;         ;                    ;
SF-2002-03-08;1296;REST. ASADOR DEL MAR;1;CAMPANA PARED PARRILLA        ;19-MAR-00;         ;SF/A 300       ;;  9;  0;  0;                    ;         ;                    ;
SF-2002-04-07;1620;COMEDOR DE EMPRESA;1;CAMPANA CENTRAL               ; 7-JUN-01;         ;SF/A 300       ;; 13;  4;  9;140-567 JUL-02      ;         ;N∫SIS. CAJA 517960  ;
SF-2002-07-02;1657;REST. CITRUS;1;CAMPANA PARED 6,2 MTS         ; 2-JUL-02; 1-JUL-08;SF/A 300       ;TANDEM; 18;  7; 14;86586 DE MAYO 2002  ;         ;                    ;
SF-2002-10-09;0715;B.K.9094 - LOGRO•O LA RIOJA;1;CAMPANA FREIDORAS             ; 1-JUL-95;         ;SF/P 260       ;;  8;  0;  0;                    ;         ;                    ;
SF-2002-10-09;0715;B.K.9094 - LOGRO•O LA RIOJA;2;CAMPANA BROILER               ; 1-JUL-95;         ;SF/P 260       ;;  4;  0;  0;                    ;         ;                    ;
SF-2002-10-15;1775;PIZZERIA LA TRATTORIA;1;CAMPANA PARED 2 MTS           ;21-JUN-02;         ;SF/A 300       ;;  9;  2;  5;                    ;         ;                    ;
SF-2003-02-06;1785;B.K.7916 BORN - CIUTADELLA DE MENORCA;1;CAMPANA FREIDORAS             ;14-FEB-03; 4-DIC-12;ANSUL          ;R-102;  9;  3;  5;                    ;         ;                    ;
SF-2003-02-06;1785;B.K.7916 BORN - CIUTADELLA DE MENORCA;2;CAMPANA BROILER               ;14-FEB-03; 4-DIC-12;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2003-03-03;1580;REST. EL TENORIO;1;CONDUCTO EXTRACCI‡N HORIZONTAL;20-DIC-02;30-JUN-00;SF/P 450       ;; 14;  0; 14;                    ;         ;                    ;
SF-2003-03-04;1587;REST. LA TRAMOIA;1;CONDUCTO EXTRACCI”N  HORIZONTA;29-DIC-02;         ;SF/A 300       ;; 11;  0;  0;                    ;         ;                    ;
SF-2003-03-22;1926;B.K. 13282 - LLORET DE MAR GIRONA;1;CAMPANA FREIDORAS             ;15-MAR-03;11-OCT-22;ANSUL          ;R-102; 11;  3;  6;Americano LT30      ;         ;44080               ;
SF-2003-03-22;1926;B.K. 13282 - LLORET DE MAR GIRONA;2;CAMPANA BROILER               ;15-MAR-03;11-OCT-22;ANSUL          ;R-102;  5;  1;  4;Americano LT30      ; 1-MAR-10;                    ;
SF-2003-05-01;1553001;MASTER BIER - LA FABRICA;1;CAMPANA DE PARED 6,60 MTS     ;23-OCT-02; 1-ENE-09;SF/A 300       ;TANDEM; 15;  4; 11;05-02 Tara 2kg282 P.;         ;                    ;
SF-2003-05-02;1553;CERVECERIA LA FABRICA;1;CAMPANA DE PARED 6,50 MTS     ;17-ABR-01; 1-ENE-08;SF/A 300       ;TANDEM; 15;  3; 10;247274 DEL 12-02    ;         ;                    ;
SF-2003-05-08;1829;B.K. 14625 - LOGRO•O LA RIOJA;1;CAMPANA FREIDORAS             ;25-ABR-03;         ;ANSUL          ;R-102; 11;  0;  0;                    ;         ;                    ;
SF-2003-05-08;1829;B.K. 14625 - LOGRO•O LA RIOJA;2;CAMPANA BROILER               ;25-ABR-03;         ;ANSUL          ;R-102;  5;  0;  0;                    ;         ;                    ;
SF-2003-05-10;1835;B.K. 14612 - UTRERA SEVILLA;1;CAMPANA FREIDORAS             ; 7-MAY-03; 1-MAY-09;ANSUL          ;; 11;  3;  6;n∫80991 del 03-03 Ta;         ;Ext.n∫12133-96 Del 2;
SF-2003-05-10;1835;B.K. 14612 - UTRERA SEVILLA;2;CAMPANA BROILER               ; 7-MAY-03; 1-MAY-09;ANSUL          ;;  5;  1;  4;n∫81082- fecha 03-20;         ;n∫12133-61 del 24-02;
SF-2003-06-02;1790;B.K. 14648 - TUDELA NAVARRA;1;CAMPANA FREIDORAS             ; 2-JUN-03;         ;ANSUL          ;R-102; 10;  3;  6;                    ;         ;                    ;
SF-2003-06-02;1790;B.K. 14648 - TUDELA NAVARRA;2;CAMPANA BROILER               ; 2-JUN-03;         ;ANSUL          ;R-102;  5;  1;  4;LT-30; 1-NOV-09;                    ;
SF-2003-07-07;0633;B.K.  8305 - PALMA DE MALLORCA;1;CAMPANA FREIDORAS             ; 1-JUN-00; 1-MAY-14;ANSUL          ;;  9;  3;  5;                    ;         ;31288               ;
SF-2003-07-07;0633;B.K.  8305 - PALMA DE MALLORCA;2;CAMPANA BROILER               ; 1-JUN-00; 1-MAY-14;ANSUL          ;;  5;  1;  4;                    ;         ;30417               ;
SF-2003-07-08;1029;B.K. 10756 - ARENAL PALMA DE MALLORCA;1;CAMP.FREIDORAS Y CAMP. BROILER; 1-JUN-00; 7-OCT-22;ANSUL          ;R-102 TANDEM; 16;  4;  9;DOBLE TANK;         ;SAFETY;
SF-2003-09-02;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 3,5 MTS       ;22-JUL-03;         ;SF/A 300       ;; 15;  0;  0;134454 DEL 06/03    ;         ;                    ;
SF-2003-09-03;;COLEGIO JOAN VENY I CLAR;1;CAMPANA DE PARED 3,70 MTS     ;20-JUL-03;         ;SF/A 300       ;; 11;  0;  0;81017 DEL 04-03 **2k;         ;                    ;
SF-2003-09-09;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 4 MTS         ;17-SEP-03; 1-MAR-04;SF/A 300       ;; 17;  0;  0;2KG558// DEL 05/03/0;         ;                    ;
SF-2003-09-10;2223002;HOTEL NH PIRINEOS;1;CAMPANA DE PARED de 5,70 m;22-FEB-06;16-OCT-19;SF/P 450       ;; 15;  5; 12;;         ;;
SF-2003-10-05;1848;B.K. 14673 - CASTILLA LEON;1;CAMPANA FREIDORAS (3)         ; 5-JUN-03;         ;ANSUL          ;R-102;  9;  0;  0;2KG308 // 2K344     ;         ;000644              ;
SF-2003-10-05;1848;B.K. 14673 - CASTILLA LEON;2;CAMPANA BROILER               ; 5-JUN-03;         ;ANSUL          ;R-102;  5;  0;  0;2kg559//2kg862      ;         ;                    ;
SF-2003-10-07;1791;B.K.14746 - ECIJA SEVILLA;1;CAMPANA FREIDORAS (3)         ;11-SEP-03; 1-MAY-09;ANSUL          ;R-102;  9;  3;  5;n∫134438 de jun,.200;         ;                    ;
SF-2003-10-07;1791;B.K.14746 - ECIJA SEVILLA;2;CAMPANA BROILER               ;11-SEP-03; 1-MAY-09;ANSUL          ;R-102;  5;  1;  4;134426 de jun.2003  ;         ;                    ;
SF-2003-11-04;1655001;B.K. 13418 - GRANADA;1;CAMPANA PARED ESPECIAL 2 MTS; 3-JUL-03; 1-ENE-09;ANSUL          ;R-102;  7;  2;  5;                    ;         ;                    ;
SF-2003-11-11;2019;CEMENTOS MOLINS S.A.;1;CAMPANA CENTRAL (4x2m)        ;15-JUL-02; 1-MAR-10;SF/A 300       ;TANDEM; 19;  3; 13;                    ;         ;                    ;
SF-2003-11-30;0838001;REST. TROBADOR - CALLE ENRIC GRANADOS;1;CONDUCTO EXTRACCI”N  HORIZONTA;23-DIC-02;         ;SF/A 300       ;;  9;  0;  0;207634 DEL 03/04    ;         ;                    ;
SF-2003-12-13;1946;B.K.14724 - ZAMORA;1;CAMPANA FREIDORAS             ; 4-DIC-03;         ;ANSUL          ;R-102; 11;  0;  0;NN4604 DE MAY 03    ;         ;                    ;
SF-2003-12-13;1946;B.K.14724 - ZAMORA;2;CAMPANA BROILER               ; 4-DIC-03;         ;ANSUL          ;R-102;  5;  0;  0;NN 4665 de may-03   ;         ;                    ;
SF-2004-01-01;0386005;CAFETERIA CENTRAL HP GRAL.VALL DE HEBRON;1;CAMPANA CENTRAL 2,5 m;18-DIC-03; 4-JUL-15;SF/A 300       ;; 10;  3;  8;                    ;         ;                    ;
SF-2004-02-04;1847;GERIATRICO PRIMAR CENTRO;1;CAMPANA DE PARED 3 MTS        ; 3-JUN-03;         ;SF/A 300       ;; 11;  0;  0;2KG2681             ;         ;                    ;
SF-2004-02-05;1847001;RESIDENCIA LA MORALEJA;1;CAMPANA CENTRAL ;28-JUL-03;         ;SF/A 300       ;; 18;  0;  0;                    ;         ;                    ;
SF-2004-02-18;;COLEGIO JOAN VENY I CLAR;1;CAMPANA CENTRAL 3,40 MTS      ;14-ENE-04; 1-JUL-04;SF/P 450       ;; 12;  0;  0;                    ;         ;                    ;
SF-2004-02-20;1873;HOTEL LE MERIDIEN RA BEACH & SPA;6;CAMPANA PARED 4.5MT;30-OCT-03;13-JUN-12;SF/A 300       ;;  9;  3;  6;134396    ; 1-JUN-03;                    ;
SF-2004-03-02;2028;CLINICA UNIVERSAL;1;CAMPANA PARED                 ;30-JUL-02;         ;SF/P 260       ;;  6;  0;  6;                    ;         ;                    ;
SF-2004-03-06;0215;B.K. ESPA•A (LOCALES VARIOS);1;CAMPANA FREIDORAS             ;19-MAR-04;         ;ANSUL          ;R-102; 11;  0;  0;207615 de ene.04    ;         ;                    ;
SF-2004-03-06;0215;B.K. ESPA•A (LOCALES VARIOS);2;CAMPANA BROILER               ;19-MAR-04;         ;ANSUL          ;R-102;  5;  0;  0;241318 de ener.04   ;         ;                    ;
SF-2004-03-11;2030;B.K.14896 - ZARAGOZA;1;CAMPANA FREIDORAS (4)         ;24-MAR-04;         ;ANSUL          ;R-102; 11;  0;  0;24132 de enero 04   ;         ;001136              ;
SF-2004-03-11;2030;B.K.14896 - ZARAGOZA;2;CAMPANA BROILER               ;24-MAR-04;         ;ANSUL          ;R-102;  5;  0;  0;241293 de enero 04  ;         ;001143              ;
SF-2004-03-12;1931;BURGER KING II * LLORET DE MAR;1;CAMPANA FREIDORAS (4)         ;20-JUN-02;11-ABR-23;ANSUL          ;R-102; 11;  3;  6;                    ;         ;                    ;
SF-2004-03-12;1931;BURGER KING II * LLORET DE MAR;2;CAMPANA BROILER               ;20-JUN-02;11-ABR-23;ANSUL          ;R-102;  5;  1;  4;LT-30; 1-AGO-08;                    ;
SF-2004-03-13;1928;BURGER KING III * LLORET DE MAR;1;CAMPANA FREIDORAS (4)         ;13-MAR-01;         ;ANSUL          ;R-102; 11;  3;  6;                    ;         ;                    ;
SF-2004-03-13;1928;BURGER KING III * LLORET DE MAR;2;CAMPANA BROILER               ;13-MAR-01;         ;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2004-04-04;0380;HOSPITAL DE FIGUERES;1;CAMPANA CENTRAL 3,40 MTS      ;15-JUL-03;20-MAR-19;SF/A 300       ;; 17;  4; 13;                    ;         ;                    ;
SF-2004-04-04;0380;HOSPITAL DE FIGUERES;2;CAMPANA DE PARED 3,5 Mts.     ;15-JUL-03;20-MAR-19;SF/A 300       ;; 10;  3;  8;10-09;         ;                    ;
SF-2004-04-101;2040;REST. LOS ALCARRE•OS;1;CAMPANA CENTRAL 3,06 m x 2,4 m;12-ABR-04;         ;SF/P 450       ;; 14;  4; 12;02014-30;23-MAR-03;                    ;
SF-2004-05-01;1990;REST. SOLETICO;1;CAMPANA PARED  6 MTS          ; 2-ABR-04; 1-ABR-09;SF/A 300       ;TANDEM; 14;  5; 10;184667 de mayo 03   ;         ;                    ;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;1;CAMPANA PARRILLAS - GRILL     ;20-NOV-99;18-JUN-14;SF/P 450       ;; 13;  7; 13;                    ;         ;                    ;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;1;CAMPANA PARED;19-NOV-03;18-JUN-14;SF/P 450       ;; 14;  4; 11;                    ;         ;                    ;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;2;CAMPANA CENTRAL ZONA PLANCHA  ;19-NOV-03;18-JUN-14;SF/P 450       ;; 12;  4; 12;                    ;         ;                    ;
SF-2004-05-07;4248;MONCHO'S DE BARCELONA;3;CAMPANA PARED ZONA FREIDORAS  ;19-NOV-03;18-JUN-14;SF/P 450       ;;  8;  2;  5;                    ;         ;                    ;
SF-2004-05-17;2055;B.K. 14075 - LAS PALMAS DE GRAN CANARIAS;1;CAMPANA FREIDORAS (4)         ;24-MAY-04;25-MAR-13;ANSUL          ;R-102; 11;  4;  6;                    ;         ;                    ;
SF-2004-05-17;2055;B.K. 14075 - LAS PALMAS DE GRAN CANARIAS;2;CAMPANA BROILER               ;24-MAY-04;25-MAR-13;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
SF-2004-06-07;1037004;B.K. 14254 - AV. GRABRIEL ROCA- MALLORCA;1;CAMPANA FREIDORAS (3)         ;15-JUN-04;         ;ANSUL          ;R-102;  9;  3;  5;                    ;         ;                    ;
SF-2004-06-07;1037004;B.K. 14254 - AV. GRABRIEL ROCA- MALLORCA;2;CAMPANA BROILER               ;15-JUN-04;         ;ANSUL          ;R-102;  5;  1;  4;                    ;         ;                    ;
